dataset,split_variant,model,training,checkpoint,eval_split,attack,n_seeds,precision,precision_std,recall,recall_std,mAP50,mAP50_std,mAP50-95,mAP50-95_std,selection_bias,source
NSLSR,leakage-safe (segment),small,standard,best,test,combined_medium,3,0.2376,0.0201,0.3310,0.0143,0.1856,0.0152,0.0765,0.0057,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,best,test,snua_go_strong,3,0.0898,0.0200,0.1008,0.0163,0.0228,0.0022,0.0069,0.0008,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,best,test,aria_strong,3,0.8426,0.0201,0.7884,0.0164,0.8773,0.0003,0.5794,0.0021,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,best,test,combined_strong,3,0.0813,0.0089,0.0884,0.0140,0.0205,0.0068,0.0050,0.0029,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,best,test,random_fpn_medium,3,0.8066,0.0305,0.7846,0.0095,0.8521,0.0086,0.5781,0.0075,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,best,test,random_radiometric_medium,3,0.8568,0.0075,0.8047,0.0080,0.8967,0.0004,0.6094,0.0022,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,best,val,clean,1,0.7686,,0.6006,,0.6980,,0.3674,,,aggregate_results_table2.csv
NSLSR,leakage-safe (segment),small,standard,last,test,clean,1,0.8792,,0.9144,,0.9398,,0.6883,,,aggregate_results_table2.csv
NSLSR,leakage-safe (segment),small,standard,last,test,pgd20,3,0.0001,0.0000,0.0078,0.0027,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,last,test,snua_go_weak,3,0.7059,0.0133,0.5953,0.0161,0.5387,0.0142,0.2233,0.0038,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,last,test,snua_go_medium,3,0.5354,0.0134,0.4161,0.0220,0.3018,0.0192,0.0955,0.0063,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,last,test,aria_medium,3,0.8787,0.0031,0.9058,0.0107,0.9347,0.0025,0.6756,0.0023,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,last,test,combined_medium,3,0.5102,0.0091,0.4326,0.0093,0.2986,0.0098,0.0944,0.0061,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,last,test,snua_go_strong,3,0.4340,0.0105,0.2155,0.0150,0.1364,0.0076,0.0326,0.0018,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,last,test,aria_strong,3,0.8670,0.0133,0.8586,0.0057,0.9169,0.0009,0.6413,0.0017,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,last,test,combined_strong,3,0.3943,0.0305,0.2157,0.0148,0.1383,0.0130,0.0341,0.0035,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,last,test,random_fpn_medium,3,0.8957,0.0035,0.7659,0.0054,0.8718,0.0032,0.5996,0.0017,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,last,test,random_radiometric_medium,3,0.8793,0.0043,0.9135,0.0065,0.9398,0.0006,0.6870,0.0017,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,standard,last,val,clean,1,0.7932,,0.4756,,0.5840,,0.3213,,,aggregate_results_table2.csv
NSLSR,leakage-safe (segment),small,adversarial,best,test,clean,1,0.9331,,0.7784,,0.9160,,0.6169,,,aggregate_results_table2.csv
NSLSR,leakage-safe (segment),small,adversarial,best,test,pgd20,1,0.3189,,0.4326,,0.2461,,0.1068,,,aggregate_results_table2.csv
NSLSR,leakage-safe (segment),small,adversarial,best,val,clean,1,0.7573,,0.5244,,0.6124,,0.3408,,,aggregate_results_table2.csv
NSLSR,leakage-safe (segment),small,adversarial,last,test,clean,1,0.8304,,0.8605,,0.8961,,0.6430,,,aggregate_results_table2.csv
NSLSR,leakage-safe (segment),small,adversarial,last,test,pgd20,1,0.6813,,0.5674,,0.5022,,0.2430,,,aggregate_results_table2.csv
NSLSR,leakage-safe (segment),small,adversarial,last,val,clean,1,0.7269,,0.5366,,0.5394,,0.3086,,,aggregate_results_table2.csv
NSLSR,leakage-safe (segment),small,pgd_at,best,test,clean,1,0.9331,,0.7784,,0.9160,,0.6169,,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,best,test,pgd20,3,0.3289,0.0038,0.4326,0.0047,0.2583,0.0083,0.1108,0.0031,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,best,test,snua_go_weak,3,0.8597,0.0013,0.7157,0.0010,0.8353,0.0008,0.5153,0.0013,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,best,test,snua_go_medium,3,0.7845,0.0047,0.6744,0.0093,0.7148,0.0009,0.3863,0.0006,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,best,test,aria_medium,3,0.9156,0.0040,0.7831,0.0054,0.9100,0.0007,0.6092,0.0021,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,best,test,combined_medium,3,0.8026,0.0210,0.6543,0.0269,0.7096,0.0057,0.3787,0.0074,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,best,test,snua_go_strong,3,0.5012,0.0329,0.3674,0.0656,0.3053,0.0138,0.1158,0.0053,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,best,test,aria_strong,3,0.9003,0.0019,0.7798,0.0054,0.8854,0.0017,0.5770,0.0026,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,best,test,combined_strong,3,0.4964,0.0168,0.3338,0.0302,0.2865,0.0301,0.1057,0.0072,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,best,test,random_fpn_medium,3,0.8502,0.0138,0.8648,0.0042,0.9229,0.0009,0.6290,0.0008,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,best,test,random_radiometric_medium,3,0.9203,0.0064,0.7855,0.0038,0.9152,0.0005,0.6170,0.0026,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,last,test,clean,1,0.8304,,0.8605,,0.8961,,0.6430,,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,last,test,pgd20,3,0.6659,0.0134,0.5705,0.0107,0.5114,0.0023,0.2448,0.0025,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,last,test,snua_go_weak,3,0.7940,0.0154,0.7721,0.0246,0.8264,0.0006,0.5514,0.0015,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,last,test,snua_go_medium,3,0.7921,0.0172,0.7033,0.0197,0.7325,0.0082,0.4368,0.0032,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,last,test,aria_medium,3,0.8304,0.0028,0.8589,0.0054,0.8926,0.0016,0.6390,0.0019,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,last,test,combined_medium,3,0.7886,0.0137,0.7015,0.0110,0.7275,0.0022,0.4313,0.0032,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,last,test,snua_go_strong,3,0.5269,0.0515,0.4341,0.0097,0.4037,0.0053,0.1643,0.0009,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,last,test,aria_strong,3,0.8637,0.0553,0.8120,0.0387,0.8821,0.0061,0.6197,0.0019,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,last,test,combined_strong,3,0.5057,0.0496,0.4256,0.0259,0.3734,0.0043,0.1498,0.0032,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,last,test,random_fpn_medium,3,0.8328,0.0082,0.8799,0.0056,0.8966,0.0051,0.6478,0.0016,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,pgd_at,last,test,random_radiometric_medium,3,0.8580,0.0381,0.8448,0.0272,0.8989,0.0061,0.6442,0.0012,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,clean,1,0.8428,,0.8480,,0.9286,,0.6583,,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,pgd20,3,0.0001,0.0001,0.0047,0.0047,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_weak,3,0.7688,0.0042,0.6884,0.0000,0.7080,0.0025,0.4107,0.0009,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_medium,3,0.6596,0.0073,0.5736,0.0107,0.5490,0.0099,0.2639,0.0033,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,aria_medium,3,0.8502,0.0025,0.8336,0.0050,0.9254,0.0005,0.6497,0.0013,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,combined_medium,3,0.6394,0.0283,0.5753,0.0096,0.5474,0.0132,0.2627,0.0058,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_strong,3,0.3253,0.0243,0.3814,0.0161,0.2216,0.0205,0.0587,0.0076,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,aria_strong,3,0.8778,0.0313,0.7917,0.0219,0.9112,0.0032,0.6239,0.0031,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,combined_strong,3,0.2916,0.0194,0.3674,0.0213,0.2070,0.0245,0.0539,0.0094,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,random_fpn_medium,3,0.8731,0.0305,0.8248,0.0234,0.9257,0.0029,0.6490,0.0019,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,random_radiometric_medium,3,0.8541,0.0028,0.8426,0.0105,0.9321,0.0031,0.6589,0.0017,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,clean,1,0.8283,,0.8837,,0.9125,,0.6478,,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,pgd20,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_weak,3,0.8000,0.0022,0.7820,0.0011,0.8552,0.0005,0.5716,0.0006,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_medium,3,0.7544,0.0064,0.7427,0.0038,0.7780,0.0012,0.4924,0.0015,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,aria_medium,3,0.8179,0.0143,0.8798,0.0183,0.9048,0.0030,0.6392,0.0019,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,combined_medium,3,0.7517,0.0055,0.7404,0.0119,0.7676,0.0010,0.4847,0.0001,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_strong,3,0.6035,0.0091,0.6946,0.0097,0.6257,0.0039,0.3603,0.0007,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,aria_strong,3,0.8020,0.0119,0.8565,0.0156,0.8872,0.0063,0.6170,0.0024,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,combined_strong,3,0.6107,0.0314,0.6341,0.0519,0.6066,0.0083,0.3375,0.0010,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,random_fpn_medium,3,0.8257,0.0049,0.8847,0.0152,0.9109,0.0012,0.6458,0.0024,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,random_radiometric_medium,3,0.8345,0.0144,0.8795,0.0072,0.9099,0.0033,0.6458,0.0015,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,clean,1,0.8965,,0.8744,,0.9535,,0.6785,,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,pgd20,3,0.0000,0.0000,0.0016,0.0027,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_weak,3,0.8745,0.0189,0.8279,0.0161,0.9219,0.0002,0.6242,0.0005,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_medium,3,0.8961,0.0071,0.7752,0.0027,0.8896,0.0006,0.5615,0.0014,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,aria_medium,3,0.8849,0.0060,0.8697,0.0047,0.9498,0.0016,0.6680,0.0019,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,combined_medium,3,0.8859,0.0022,0.7690,0.0027,0.8834,0.0015,0.5509,0.0012,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_strong,3,0.8405,0.0219,0.7210,0.0166,0.7953,0.0034,0.4445,0.0019,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,aria_strong,3,0.8834,0.0136,0.8422,0.0187,0.9342,0.0008,0.6430,0.0024,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,combined_strong,3,0.7997,0.0167,0.7070,0.0123,0.7652,0.0065,0.4141,0.0066,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,random_fpn_medium,3,0.8964,0.0025,0.8760,0.0027,0.9534,0.0004,0.6762,0.0018,,all_evals_results.csv
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,random_radiometric_medium,3,0.8939,0.0043,0.8760,0.0027,0.9546,0.0005,0.6757,0.0018,,all_evals_results.csv
RASMD,stratified (own),nano,standard,best,test,clean,1,0.8041,,0.6684,,0.7076,,0.4618,,,aggregate_results_table2.csv
RASMD,stratified (own),nano,standard,best,test,pgd20,3,0.0556,0.0962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),nano,standard,best,test,snua_go_weak,3,0.3384,0.0979,0.1151,0.0044,0.0769,0.0006,0.0366,0.0007,,all_evals_results.csv
RASMD,stratified (own),nano,standard,best,test,snua_go_medium,3,0.0324,0.0043,0.0603,0.0049,0.0107,0.0021,0.0050,0.0010,,all_evals_results.csv
RASMD,stratified (own),nano,standard,best,test,aria_medium,3,0.7925,0.0034,0.6731,0.0015,0.7058,0.0008,0.4589,0.0005,,all_evals_results.csv
RASMD,stratified (own),nano,standard,best,test,combined_medium,3,0.0283,0.0031,0.0543,0.0057,0.0079,0.0012,0.0037,0.0005,,all_evals_results.csv
RASMD,stratified (own),nano,standard,best,test,snua_go_strong,3,0.1713,0.2953,0.0004,0.0001,0.0002,0.0001,0.0001,0.0001,,all_evals_results.csv
RASMD,stratified (own),nano,standard,best,test,aria_strong,3,0.7755,0.0082,0.6603,0.0013,0.6914,0.0035,0.4458,0.0013,,all_evals_results.csv
RASMD,stratified (own),nano,standard,best,test,combined_strong,3,0.1713,0.2956,0.0003,0.0000,0.0001,0.0001,0.0001,0.0001,,all_evals_results.csv
RASMD,stratified (own),nano,standard,best,test,random_fpn_medium,3,0.7045,0.0281,0.2264,0.0072,0.2411,0.0025,0.1545,0.0026,,all_evals_results.csv
RASMD,stratified (own),nano,standard,best,test,random_radiometric_medium,3,0.7980,0.0106,0.6715,0.0019,0.7084,0.0015,0.4633,0.0010,,all_evals_results.csv
RASMD,stratified (own),nano,standard,best,val,clean,1,0.8169,,0.7297,,0.7274,,0.5126,,,aggregate_results_table2.csv
RASMD,stratified (own),nano,standard,last,test,clean,1,0.8145,,0.6727,,0.7066,,0.4550,,,aggregate_results_table2.csv
RASMD,stratified (own),nano,standard,last,test,pgd20,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),nano,standard,last,test,snua_go_weak,3,0.2407,0.0168,0.0986,0.0038,0.0776,0.0041,0.0366,0.0016,,all_evals_results.csv
RASMD,stratified (own),nano,standard,last,test,snua_go_medium,3,0.0314,0.0313,0.0235,0.0085,0.0074,0.0019,0.0045,0.0013,,all_evals_results.csv
RASMD,stratified (own),nano,standard,last,test,aria_medium,3,0.7928,0.0169,0.6740,0.0008,0.7028,0.0006,0.4497,0.0005,,all_evals_results.csv
RASMD,stratified (own),nano,standard,last,test,combined_medium,3,0.0308,0.0257,0.0194,0.0083,0.0057,0.0018,0.0034,0.0013,,all_evals_results.csv
RASMD,stratified (own),nano,standard,last,test,snua_go_strong,3,0.2801,0.2569,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),nano,standard,last,test,aria_strong,3,0.7689,0.0178,0.6660,0.0112,0.6886,0.0013,0.4328,0.0004,,all_evals_results.csv
RASMD,stratified (own),nano,standard,last,test,combined_strong,3,0.0014,0.0018,0.0008,0.0007,0.0000,0.0001,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),nano,standard,last,test,random_fpn_medium,3,0.6620,0.0107,0.2183,0.0050,0.2308,0.0008,0.1449,0.0018,,all_evals_results.csv
RASMD,stratified (own),nano,standard,last,test,random_radiometric_medium,3,0.8133,0.0013,0.6718,0.0040,0.7061,0.0012,0.4550,0.0005,,all_evals_results.csv
RASMD,stratified (own),nano,standard,last,val,clean,1,0.8169,,0.7187,,0.7297,,0.4986,,,aggregate_results_table2.csv
RASMD,stratified (own),nano,adversarial,best,test,clean,1,0.7189,,0.5583,,0.6524,,0.4132,,,aggregate_results_table2.csv
RASMD,stratified (own),nano,adversarial,best,test,pgd20,1,0.3451,,0.0995,,0.0497,,0.0168,,,aggregate_results_table2.csv
RASMD,stratified (own),nano,adversarial,best,val,clean,1,0.7400,,0.5813,,0.6263,,0.4433,,,aggregate_results_table2.csv
RASMD,stratified (own),nano,adversarial,last,test,clean,1,0.7759,,0.6388,,0.6797,,0.4347,,,aggregate_results_table2.csv
RASMD,stratified (own),nano,adversarial,last,test,pgd20,1,0.3240,,0.1245,,0.0638,,0.0181,,,aggregate_results_table2.csv
RASMD,stratified (own),nano,adversarial,last,val,clean,1,0.6839,,0.5769,,0.6025,,0.4307,,,aggregate_results_table2.csv
RASMD,stratified (own),nano,pgd_at,best,test,clean,1,0.7189,,0.5583,,0.6524,,0.4132,,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,best,test,pgd20,3,0.3532,0.0087,0.0969,0.0004,0.0500,0.0019,0.0171,0.0001,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,best,test,snua_go_weak,3,0.3909,0.0120,0.1926,0.0062,0.1678,0.0018,0.0947,0.0005,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,best,test,snua_go_medium,3,0.2490,0.0245,0.0820,0.0059,0.0587,0.0057,0.0273,0.0024,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,best,test,aria_medium,3,0.7211,0.0065,0.5512,0.0058,0.6461,0.0028,0.4075,0.0022,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,best,test,combined_medium,3,0.2428,0.0488,0.0793,0.0067,0.0561,0.0063,0.0267,0.0027,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,best,test,snua_go_strong,3,0.0760,0.1143,0.0170,0.0078,0.0032,0.0011,0.0011,0.0003,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,best,test,aria_strong,3,0.7247,0.0158,0.5286,0.0081,0.6231,0.0093,0.3918,0.0049,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,best,test,combined_strong,3,0.1997,0.0043,0.0087,0.0017,0.0022,0.0007,0.0007,0.0003,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,best,test,random_fpn_medium,3,0.7078,0.0265,0.2543,0.0052,0.2781,0.0062,0.1817,0.0023,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,best,test,random_radiometric_medium,3,0.7284,0.0058,0.5522,0.0103,0.6526,0.0029,0.4125,0.0027,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,last,test,clean,1,0.7759,,0.6388,,0.6797,,0.4347,,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,last,test,pgd20,3,0.3277,0.0064,0.1231,0.0038,0.0652,0.0011,0.0185,0.0004,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,last,test,snua_go_weak,3,0.4172,0.0508,0.1859,0.0075,0.1639,0.0001,0.0910,0.0003,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,last,test,snua_go_medium,3,0.2242,0.0032,0.0799,0.0031,0.0572,0.0037,0.0250,0.0022,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,last,test,aria_medium,3,0.7597,0.0027,0.6373,0.0024,0.6751,0.0017,0.4313,0.0007,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,last,test,combined_medium,3,0.2344,0.0148,0.0792,0.0052,0.0570,0.0034,0.0245,0.0018,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,last,test,snua_go_strong,3,0.0090,0.0014,0.0102,0.0024,0.0027,0.0010,0.0008,0.0003,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,last,test,aria_strong,3,0.7209,0.0218,0.6359,0.0054,0.6577,0.0055,0.4169,0.0033,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,last,test,combined_strong,3,0.0072,0.0012,0.0090,0.0018,0.0021,0.0003,0.0007,0.0002,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,last,test,random_fpn_medium,3,0.7249,0.0281,0.2562,0.0085,0.2830,0.0068,0.1848,0.0028,,all_evals_results.csv
RASMD,stratified (own),nano,pgd_at,last,test,random_radiometric_medium,3,0.7640,0.0030,0.6391,0.0015,0.6783,0.0010,0.4352,0.0008,,all_evals_results.csv
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,clean,1,0.7432,,0.6994,,0.6915,,0.4550,,,all_evals_results.csv
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,pgd20,3,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_weak,3,0.5935,0.0264,0.4276,0.0071,0.4310,0.0035,0.2356,0.0019,,all_evals_results.csv
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_medium,3,0.4360,0.0340,0.2596,0.0019,0.2182,0.0077,0.0994,0.0041,,all_evals_results.csv
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,aria_medium,3,0.7415,0.0076,0.6974,0.0022,0.6871,0.0028,0.4510,0.0021,,all_evals_results.csv
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,combined_medium,3,0.4350,0.0244,0.2594,0.0063,0.2166,0.0044,0.0979,0.0006,,all_evals_results.csv
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_strong,3,0.1353,0.0383,0.0622,0.0039,0.0341,0.0067,0.0109,0.0010,,all_evals_results.csv
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,aria_strong,3,0.7186,0.0044,0.6880,0.0099,0.6759,0.0027,0.4381,0.0019,,all_evals_results.csv
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,combined_strong,3,0.1348,0.0161,0.0609,0.0053,0.0321,0.0076,0.0098,0.0014,,all_evals_results.csv
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,random_fpn_medium,3,0.7599,0.0109,0.6355,0.0020,0.6759,0.0018,0.4292,0.0023,,all_evals_results.csv
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,random_radiometric_medium,3,0.7416,0.0011,0.6964,0.0052,0.6909,0.0023,0.4547,0.0023,,all_evals_results.csv
RASMD,stratified (own),nano,snua_at,robust_best,test,clean,1,0.8237,,0.6438,,0.7085,,0.4572,,,all_evals_results.csv
RASMD,stratified (own),nano,snua_at,robust_best,test,pgd20,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_weak,3,0.7991,0.0008,0.6267,0.0011,0.6799,0.0016,0.4204,0.0003,,all_evals_results.csv
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_medium,3,0.7620,0.0048,0.6166,0.0030,0.6444,0.0018,0.3874,0.0004,,all_evals_results.csv
RASMD,stratified (own),nano,snua_at,robust_best,test,aria_medium,3,0.8095,0.0149,0.6402,0.0056,0.6973,0.0018,0.4472,0.0015,,all_evals_results.csv
RASMD,stratified (own),nano,snua_at,robust_best,test,combined_medium,3,0.7394,0.0063,0.6187,0.0013,0.6357,0.0027,0.3799,0.0008,,all_evals_results.csv
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_strong,3,0.6364,0.0183,0.5735,0.0108,0.5683,0.0013,0.3231,0.0007,,all_evals_results.csv
RASMD,stratified (own),nano,snua_at,robust_best,test,aria_strong,3,0.7672,0.0104,0.6389,0.0062,0.6784,0.0017,0.4273,0.0017,,all_evals_results.csv
RASMD,stratified (own),nano,snua_at,robust_best,test,combined_strong,3,0.6104,0.0403,0.5134,0.0288,0.5290,0.0008,0.2981,0.0010,,all_evals_results.csv
RASMD,stratified (own),nano,snua_at,robust_best,test,random_fpn_medium,3,0.8189,0.0059,0.6451,0.0019,0.7086,0.0009,0.4573,0.0008,,all_evals_results.csv
RASMD,stratified (own),nano,snua_at,robust_best,test,random_radiometric_medium,3,0.8122,0.0037,0.6485,0.0033,0.7036,0.0036,0.4534,0.0020,,all_evals_results.csv
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,clean,1,0.8112,,0.6378,,0.6869,,0.4546,,,all_evals_results.csv
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,pgd20,3,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,,all_evals_results.csv
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_weak,3,0.7947,0.0087,0.6201,0.0033,0.6575,0.0007,0.4190,0.0002,,all_evals_results.csv
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_medium,3,0.7825,0.0040,0.5916,0.0017,0.6307,0.0005,0.3872,0.0019,,all_evals_results.csv
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,aria_medium,3,0.8106,0.0097,0.6405,0.0028,0.6845,0.0026,0.4503,0.0013,,all_evals_results.csv
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,combined_medium,3,0.7619,0.0091,0.5957,0.0015,0.6258,0.0014,0.3826,0.0013,,all_evals_results.csv
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_strong,3,0.7057,0.0280,0.5597,0.0131,0.5627,0.0005,0.3239,0.0009,,all_evals_results.csv
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,aria_strong,3,0.8121,0.0068,0.6309,0.0046,0.6724,0.0006,0.4366,0.0018,,all_evals_results.csv
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,combined_strong,3,0.6746,0.0239,0.5405,0.0115,0.5331,0.0028,0.3057,0.0005,,all_evals_results.csv
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,random_fpn_medium,3,0.8149,0.0058,0.6369,0.0025,0.6872,0.0007,0.4545,0.0013,,all_evals_results.csv
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,random_radiometric_medium,3,0.8091,0.0117,0.6437,0.0056,0.6884,0.0035,0.4547,0.0006,,all_evals_results.csv
RASMD,stratified (own),small,standard,best,test,clean,1,0.8183,,0.6968,,0.7385,,0.4705,,,aggregate_results_table2.csv
