dataset,split_variant,model,training,checkpoint,eval_split,attack,seed,precision,recall,mAP50,mAP50-95,elapsed_s,timestamp
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_strong,1,0.16981300514221606,0.060431320048647874,0.034964688755850896,0.011031092880432814,159.3,2026-09-22T21:30:30
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,snua_go_strong,2,0.14201657211377258,0.06669431479749117,0.040236647086194115,0.011786811627115925,159.6,2026-09-22T21:33:10
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,aria_medium,0,0.7438301214825956,0.69490779972653,0.6861198298590462,0.45104300797238556,164.5,2026-09-22T21:35:54
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,aria_medium,1,0.747564041258069,0.6991980750129426,0.6901721513584002,0.4530315861211382,163.0,2026-09-22T21:38:37
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,aria_medium,2,0.7330113934666308,0.6980631460514707,0.6848720786417238,0.44886508090152527,163.0,2026-09-22T21:41:20
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,aria_strong,0,0.7135342293839152,0.6980292725177745,0.6772340154423392,0.4392291240482363,162.0,2026-09-22T21:44:02
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,aria_strong,1,0.7216118446882257,0.6782052148146404,0.6777505612985345,0.43918649142028215,161.5,2026-09-22T21:46:44
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,aria_strong,2,0.720689901080743,0.6876623443209026,0.6728461592564033,0.43598959787684255,164.4,2026-09-22T21:49:28
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,combined_medium,0,0.41346161638113005,0.25565072956956486,0.21153074019730642,0.09750920641206932,165.0,2026-09-22T21:52:13
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,combined_medium,1,0.46149870453403147,0.25596646593915334,0.21962428371762244,0.09766241046302247,167.0,2026-09-22T21:55:00
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,combined_medium,2,0.4300342193311713,0.2666416134013622,0.21859175260968552,0.0985410342240489,167.4,2026-09-22T21:57:48
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,combined_strong,0,0.13767773162962932,0.0560719530267213,0.028721904159229924,0.010543138000084216,165.1,2026-09-22T22:00:33
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,combined_strong,1,0.11740436650464973,0.06004575116096248,0.02674764914733187,0.008247445740555569,167.0,2026-09-22T22:03:20
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,combined_strong,2,0.14923829684772594,0.06664385721160108,0.04071621276132315,0.010736097608070934,168.3,2026-09-22T22:06:08
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,random_fpn_medium,0,0.753482911167668,0.6377930002179907,0.6767712331046735,0.43079758387728023,22.5,2026-09-22T22:06:31
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,random_fpn_medium,1,0.7537019673629387,0.6344095101412799,0.6738712638654315,0.4265712470844605,22.7,2026-09-22T22:06:53
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,random_fpn_medium,2,0.7724336476544621,0.6342492640704949,0.6771121653048998,0.43032716695850515,23.0,2026-09-22T22:07:16
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,random_radiometric_medium,0,0.7418123165379233,0.6937931234899267,0.6911851776545267,0.45566486261795297,23.2,2026-09-22T22:07:39
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,random_radiometric_medium,1,0.7425987030044872,0.7023819650495934,0.6930967745002649,0.4564325272661014,24.0,2026-09-22T22:08:03
RASMD,stratified (own),nano,random_swir_aug,robust_best,test,random_radiometric_medium,2,0.7404392481194831,0.6930481338634218,0.6885167892942398,0.45211930456629396,23.0,2026-09-22T22:08:26
RASMD,stratified (own),nano,snua_at,robust_best,test,clean,,0.8236504187169827,0.6438254175376873,0.7085463105136887,0.45720224016081623,22.1,2026-09-22T22:08:48
RASMD,stratified (own),nano,snua_at,robust_best,test,pgd20,0,2.0462742915418913e-06,7.332453438920664e-05,1.175629667249779e-08,1.175629667249779e-09,173.9,2026-09-22T22:11:42
RASMD,stratified (own),nano,snua_at,robust_best,test,pgd20,1,0.0,0.0,0.0,0.0,174.0,2026-09-22T22:14:36
RASMD,stratified (own),nano,snua_at,robust_best,test,pgd20,2,0.0,0.0,0.0,0.0,171.9,2026-09-22T22:17:28
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_weak,0,0.8001079625181737,0.6255235107073718,0.6789809864241527,0.42077595775091203,166.9,2026-09-22T22:20:15
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_weak,1,0.7986010020927065,0.6276491402169173,0.6790092731574165,0.4201737695087024,166.9,2026-09-22T22:23:02
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_weak,2,0.7986807826645336,0.626894297804833,0.6817519335612116,0.4201958405584965,165.8,2026-09-22T22:25:48
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_medium,0,0.7627271641467025,0.6143171468092784,0.6446812131341213,0.3876086705322195,166.6,2026-09-22T22:28:34
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_medium,1,0.7664374250326119,0.615502039002264,0.6460791489210247,0.38770054863789966,166.0,2026-09-22T22:31:20
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_medium,2,0.756856384585625,0.6199979329538723,0.6424638946142596,0.3870251756013835,166.4,2026-09-22T22:34:07
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_strong,0,0.6156429687791735,0.5852157788155878,0.5670640614633227,0.3229260589321295,166.7,2026-09-22T22:36:53
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_strong,1,0.643278171149657,0.5715823377056201,0.5683264509959304,0.3224077126953778,166.3,2026-09-22T22:39:40
RASMD,stratified (own),nano,snua_at,robust_best,test,snua_go_strong,2,0.6503577980405698,0.5638468856756577,0.5696367632852538,0.32386991024211453,166.8,2026-09-22T22:42:27
RASMD,stratified (own),nano,snua_at,robust_best,test,aria_medium,0,0.821755778525347,0.6342890670739163,0.6985360858228941,0.4474893327043904,168.3,2026-09-22T22:45:15
RASMD,stratified (own),nano,snua_at,robust_best,test,aria_medium,1,0.8138279938887941,0.6408971566831073,0.6981507988854364,0.4485672966495495,167.6,2026-09-22T22:48:02
RASMD,stratified (own),nano,snua_at,robust_best,test,aria_medium,2,0.792952004273935,0.6453737875309444,0.695203482349967,0.445652929479649,167.3,2026-09-22T22:50:50
RASMD,stratified (own),nano,snua_at,robust_best,test,aria_strong,0,0.7697326751453439,0.6419101880551179,0.6778080696969662,0.4272340193761238,168.8,2026-09-22T22:53:39
RASMD,stratified (own),nano,snua_at,robust_best,test,aria_strong,1,0.7557648109336669,0.6430313422499999,0.6803361008569375,0.4289939151171805,168.3,2026-09-22T22:56:27
RASMD,stratified (own),nano,snua_at,robust_best,test,aria_strong,2,0.7760029750441211,0.63173472151679,0.6770244967553589,0.42559457061113687,167.3,2026-09-22T22:59:14
RASMD,stratified (own),nano,snua_at,robust_best,test,combined_medium,0,0.7465263551669846,0.6199803659180989,0.634222483693231,0.3803909353860166,169.1,2026-09-22T23:02:03
RASMD,stratified (own),nano,snua_at,robust_best,test,combined_medium,1,0.7345115678904044,0.6174535327383303,0.6387578980871064,0.38040782901319575,168.6,2026-09-22T23:04:52
RASMD,stratified (own),nano,snua_at,robust_best,test,combined_medium,2,0.7370473927954752,0.6185862228909625,0.6340960803942797,0.37895237491964523,168.0,2026-09-22T23:07:40
RASMD,stratified (own),nano,snua_at,robust_best,test,combined_strong,0,0.6040983561676663,0.5324602299333346,0.5280943663399738,0.29843030282697747,167.5,2026-09-22T23:10:27
RASMD,stratified (own),nano,snua_at,robust_best,test,combined_strong,1,0.5735978874057049,0.5274946142465616,0.5293527423434724,0.29696769527813216,167.7,2026-09-22T23:13:15
RASMD,stratified (own),nano,snua_at,robust_best,test,combined_strong,2,0.6535425559347366,0.4802929668971485,0.5294322102660842,0.298861229872356,168.2,2026-09-22T23:16:03
RASMD,stratified (own),nano,snua_at,robust_best,test,random_fpn_medium,0,0.8228412333548186,0.6431968210676063,0.7079952728912721,0.4564785555056489,22.5,2026-09-22T23:16:26
RASMD,stratified (own),nano,snua_at,robust_best,test,random_fpn_medium,1,0.821743809289269,0.6452129773228253,0.7095786532886414,0.45811294545502884,22.9,2026-09-22T23:16:49
RASMD,stratified (own),nano,snua_at,robust_best,test,random_fpn_medium,2,0.812070753819308,0.6469767542783987,0.7082129886708427,0.45739646496855907,22.4,2026-09-22T23:17:11
RASMD,stratified (own),nano,snua_at,robust_best,test,random_radiometric_medium,0,0.8081029454969123,0.6510163071538146,0.7042736470723128,0.45383444754994845,22.2,2026-09-22T23:17:33
RASMD,stratified (own),nano,snua_at,robust_best,test,random_radiometric_medium,1,0.8133071763644267,0.6497426154452633,0.7069124160986208,0.45511668010587153,22.1,2026-09-22T23:17:55
RASMD,stratified (own),nano,snua_at,robust_best,test,random_radiometric_medium,2,0.8153181971477816,0.644687916364547,0.6997226895662575,0.4512827856091778,22.0,2026-09-22T23:18:17
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,clean,,0.8111875710648856,0.6378019170754352,0.6868582543459221,0.45455271465698066,21.2,2026-09-22T23:18:38
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,pgd20,0,0.0,0.0,0.0,0.0,166.0,2026-09-22T23:21:25
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,pgd20,1,2.1922180643152934e-06,0.00014664906877841327,1.1902126433908683e-08,1.8520452844472591e-09,168.6,2026-09-22T23:31:13
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,pgd20,2,1.077312235250518e-06,7.332453438920664e-05,8.175064092502484e-09,8.175064092502485e-10,166.0,2026-09-22T23:33:59
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_weak,0,0.7877831353571435,0.6227221318599382,0.6570120026193161,0.41893151254792854,163.6,2026-09-22T23:36:43
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_weak,1,0.791829816455983,0.6212574804689469,0.6570926493143914,0.41874891507037526,164.2,2026-09-22T23:39:27
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_weak,2,0.804513478229922,0.6164692694299937,0.6582587040578818,0.419170744797059,164.9,2026-09-22T23:42:12
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_medium,0,0.7835253068478069,0.589784376718035,0.6310410672950286,0.38677933869632003,165.3,2026-09-22T23:44:57
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_medium,1,0.7780685246050023,0.5921358081236273,0.6300796739140289,0.389273890011167,164.4,2026-09-22T23:47:42
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_medium,2,0.7858965195568484,0.5929894361832136,0.6310230710354886,0.38558735951985035,165.0,2026-09-22T23:50:27
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_strong,0,0.7379018083544847,0.5462898950725298,0.5621931644178157,0.3242340825127183,167.2,2026-09-22T23:53:14
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_strong,1,0.6866995184043952,0.5725384372946727,0.5630820065295061,0.3246105385510893,162.8,2026-09-22T23:55:57
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,snua_go_strong,2,0.6926346848735765,0.5601581950452598,0.5629084716689462,0.32292915369152003,163.5,2026-09-22T23:58:40
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,aria_medium,0,0.803918610334486,0.6435687091945349,0.6836320359546485,0.450420578905912,164.0,2026-09-23T00:01:24
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,aria_medium,1,0.8217377145385895,0.6381008249403536,0.6874262612965051,0.4514687822514374,162.0,2026-09-23T00:04:06
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,aria_medium,2,0.8060231550545561,0.6397733427620852,0.6823987909990077,0.44890366417828204,164.5,2026-09-23T00:06:50
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,aria_strong,0,0.8044513706405579,0.632593767297366,0.6727424439417784,0.43767237651026125,165.2,2026-09-23T00:09:36
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,aria_strong,1,0.8144366992873544,0.6344677630596852,0.6726666237083839,0.43766155070708307,164.0,2026-09-23T00:12:20
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,aria_strong,2,0.8175256928652951,0.6257266017056184,0.6717519293493576,0.4345436490580188,164.5,2026-09-23T00:15:04
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,combined_medium,0,0.7630360964805308,0.5949123854432083,0.6266538564952185,0.38312704082932736,165.3,2026-09-23T00:17:49
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,combined_medium,1,0.7523288003017906,0.5973936583875074,0.624206970202125,0.38111161051247566,165.1,2026-09-23T00:20:34
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,combined_medium,2,0.7704266675560373,0.5947547172668523,0.6264821376831301,0.3835940883518107,166.5,2026-09-23T00:23:21
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,combined_strong,0,0.6974802146916437,0.5351860341284976,0.5343740387135973,0.30518033565178637,168.6,2026-09-23T00:26:10
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,combined_strong,1,0.6497978358807163,0.5537054001930454,0.5349603997205978,0.30590843213682645,168.6,2026-09-23T00:28:58
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,combined_strong,2,0.6763944645491741,0.5325009083406129,0.5298573601477544,0.30602072876229636,168.5,2026-09-23T00:31:47
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,random_fpn_medium,0,0.8155707652165404,0.6348044794274831,0.6874103985293324,0.456009661873675,23.5,2026-09-23T00:32:10
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,random_fpn_medium,1,0.8202889764938336,0.6395911519761865,0.6863660571547422,0.45335444920075463,23.6,2026-09-23T00:32:34
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,random_fpn_medium,2,0.8087786749139058,0.6362627999231504,0.687811735509689,0.45426818022928545,24.0,2026-09-23T00:32:58
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,random_radiometric_medium,0,0.7990684486543363,0.6500612837425632,0.6863858017077655,0.45431356450815114,23.2,2026-09-23T00:33:21
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,random_radiometric_medium,1,0.822003218719824,0.6393099699981692,0.6924743264852885,0.4553775393550597,23.6,2026-09-23T00:33:45
RASMD,stratified (own),nano,mixed_swir_at,robust_best,test,random_radiometric_medium,2,0.806374032544331,0.6418348221532034,0.6862901919073984,0.4543709664498072,23.1,2026-09-23T00:34:08
RASMD,stratified (own),small,random_swir_aug,robust_best,test,clean,,0.8356725799840051,0.7260731487111308,0.771558250557664,0.5050943763850119,23.7,2026-09-23T00:34:32
RASMD,stratified (own),small,random_swir_aug,robust_best,test,pgd20,0,0.0,0.0,0.0,0.0,171.3,2026-09-23T00:37:23
RASMD,stratified (own),small,random_swir_aug,robust_best,test,pgd20,1,0.0,0.0,0.0,0.0,171.3,2026-09-23T00:40:14
RASMD,stratified (own),small,random_swir_aug,robust_best,test,pgd20,2,0.0,0.0,0.0,0.0,170.8,2026-09-23T00:43:05
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_weak,0,0.6199425861178216,0.6174546103821253,0.5638738478293895,0.3085959978650429,165.9,2026-09-23T00:45:51
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_weak,1,0.6115443169899918,0.6055280058060674,0.5572438794716481,0.3088731274813561,165.1,2026-09-23T00:48:36
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_weak,2,0.6154045800536327,0.605627020904017,0.5576946292808698,0.30619801250651857,164.5,2026-09-23T00:51:20
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_medium,0,0.46069007851328436,0.42211175556681174,0.37538111990871176,0.18890954429374948,164.6,2026-09-23T00:54:05
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_medium,1,0.541461878848824,0.3714155894708971,0.3742125872925288,0.1853711997910806,166.5,2026-09-23T00:56:51
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_medium,2,0.475480456123998,0.40991043807476185,0.37035036300424595,0.17868577866292806,165.6,2026-09-23T00:59:37
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_strong,0,0.32472600067513796,0.16633764877360915,0.12620135664836987,0.049364142533755345,163.7,2026-09-23T01:02:21
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_strong,1,0.3454689783757927,0.1665678954719568,0.135585926973146,0.05099344895134793,163.5,2026-09-23T01:05:04
RASMD,stratified (own),small,random_swir_aug,robust_best,test,snua_go_strong,2,0.320637137063349,0.16567794993085933,0.12967173321385908,0.04881578169760624,164.3,2026-09-23T01:07:49
RASMD,stratified (own),small,random_swir_aug,robust_best,test,aria_medium,0,0.8291019165240531,0.7211752835617918,0.7605314282948346,0.49689981355116525,174.3,2026-09-23T01:10:43
RASMD,stratified (own),small,random_swir_aug,robust_best,test,aria_medium,1,0.8330260438544128,0.7223265486492497,0.7659004078600247,0.5004099614509018,174.0,2026-09-23T01:13:37
RASMD,stratified (own),small,random_swir_aug,robust_best,test,aria_medium,2,0.8306000956044763,0.7239001780956316,0.7625641467691642,0.49955523243838235,174.1,2026-09-23T01:16:31
RASMD,stratified (own),small,random_swir_aug,robust_best,test,aria_strong,0,0.8188675544445801,0.7152495019340259,0.7505566567924434,0.4869125070732775,173.9,2026-09-23T01:19:25
RASMD,stratified (own),small,random_swir_aug,robust_best,test,aria_strong,1,0.820761647890872,0.7123980626796302,0.7547774966815167,0.48974764564870754,173.7,2026-09-23T01:22:18
RASMD,stratified (own),small,random_swir_aug,robust_best,test,aria_strong,2,0.8197123389597308,0.7184575337103726,0.7489136933979615,0.4852298552283605,173.8,2026-09-23T01:25:12
RASMD,stratified (own),small,random_swir_aug,robust_best,test,combined_medium,0,0.47939481640398035,0.4084866692928189,0.372706722183811,0.18319866864092818,176.0,2026-09-23T01:28:08
RASMD,stratified (own),small,random_swir_aug,robust_best,test,combined_medium,1,0.4956010742941123,0.38463754273228146,0.3636137327742395,0.17981516679858436,175.6,2026-09-23T01:31:04
RASMD,stratified (own),small,random_swir_aug,robust_best,test,combined_medium,2,0.46865740771425957,0.4002280317896432,0.36145982594750997,0.17437026830183083,175.3,2026-09-23T01:33:59
RASMD,stratified (own),small,random_swir_aug,robust_best,test,combined_strong,0,0.30344936741220174,0.1569613656731371,0.11744172607719434,0.04499993720695214,175.8,2026-09-23T01:36:55
RASMD,stratified (own),small,random_swir_aug,robust_best,test,combined_strong,1,0.32219158163054157,0.16137174454398714,0.12383611663272198,0.04537847088773375,175.2,2026-09-23T01:39:50
RASMD,stratified (own),small,random_swir_aug,robust_best,test,combined_strong,2,0.3818408287925259,0.14918792587689847,0.12025898651749717,0.04361811841207876,175.6,2026-09-23T01:42:46
RASMD,stratified (own),small,random_swir_aug,robust_best,test,random_fpn_medium,0,0.8192020098801058,0.7132725636671703,0.755659355834581,0.4930368161053314,23.4,2026-09-23T01:43:09
RASMD,stratified (own),small,random_swir_aug,robust_best,test,random_fpn_medium,1,0.7983966780805495,0.7343063325270194,0.7491236782946736,0.4918925551365511,25.0,2026-09-23T01:43:34
RASMD,stratified (own),small,random_swir_aug,robust_best,test,random_fpn_medium,2,0.8433734772232143,0.7152585436884674,0.7569450143255452,0.4940385383862378,24.5,2026-09-23T01:43:59
RASMD,stratified (own),small,random_swir_aug,robust_best,test,random_radiometric_medium,0,0.8329685392269913,0.7226467996864273,0.7655737698415548,0.5015148154740504,24.6,2026-09-23T01:44:23
RASMD,stratified (own),small,random_swir_aug,robust_best,test,random_radiometric_medium,1,0.8373011514618436,0.7250055181823196,0.7699191420948818,0.5049155090311326,23.3,2026-09-23T01:44:47
RASMD,stratified (own),small,random_swir_aug,robust_best,test,random_radiometric_medium,2,0.8322747239335714,0.7240037322841966,0.7673328358653619,0.5035543071681058,24.3,2026-09-23T01:45:11
RASMD,stratified (own),small,snua_at,robust_best,test,clean,,0.8636132080321058,0.7123043184274475,0.7573468530643755,0.5024979319635423,23.7,2026-09-23T01:45:34
RASMD,stratified (own),small,snua_at,robust_best,test,pgd20,0,0.16666920476989075,7.332453438920664e-05,3.0860768556580135e-08,9.258230566974041e-09,168.1,2026-09-23T01:48:23
RASMD,stratified (own),small,snua_at,robust_best,test,pgd20,1,0.0,0.0,0.0,0.0,168.1,2026-09-23T01:51:11
RASMD,stratified (own),small,snua_at,robust_best,test,pgd20,2,0.1666692611084232,7.332453438920664e-05,3.459393637483222e-08,3.4593936374832224e-09,168.5,2026-09-23T01:53:59
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_weak,0,0.8486344672023355,0.7068124794681493,0.7412910868618763,0.4766246981460704,164.2,2026-09-23T01:56:43
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_weak,1,0.8476486974454455,0.7079559415110767,0.7408703621133294,0.47685174419492216,165.3,2026-09-23T01:59:29
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_weak,2,0.8476776279831721,0.7078645033822694,0.7413384294424842,0.47731941652791793,164.6,2026-09-23T02:02:13
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_medium,0,0.8329762737133395,0.6925476668874456,0.724881849167678,0.4521529056360282,163.9,2026-09-23T02:04:57
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_medium,1,0.8306337096304891,0.6951792701778784,0.7269677458031256,0.45266892826079047,165.0,2026-09-23T02:07:42
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_medium,2,0.8352040483167827,0.6943337972719431,0.7268358906465293,0.45274235710497074,165.9,2026-09-23T02:10:28
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_strong,0,0.7719274055474324,0.6728914168028081,0.6921163406724014,0.4101522523787792,159.6,2026-09-23T02:13:08
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_strong,1,0.7744353673850913,0.6800886783426812,0.6907238999121175,0.4084580893098171,160.5,2026-09-23T02:15:48
RASMD,stratified (own),small,snua_at,robust_best,test,snua_go_strong,2,0.7872209590082826,0.655816642656194,0.6828244554229306,0.40804815833764674,163.4,2026-09-23T02:18:32
RASMD,stratified (own),small,snua_at,robust_best,test,aria_medium,0,0.8431685269071988,0.7192158930471138,0.7519257660242125,0.4960641074222059,166.3,2026-09-23T02:21:18
RASMD,stratified (own),small,snua_at,robust_best,test,aria_medium,1,0.8578388152924887,0.7123232291207332,0.7529230995550696,0.4982962854654155,165.8,2026-09-23T02:24:04
RASMD,stratified (own),small,snua_at,robust_best,test,aria_medium,2,0.854384139975985,0.7150455106050361,0.7534350019097457,0.4974742822998632,165.6,2026-09-23T02:26:49
RASMD,stratified (own),small,snua_at,robust_best,test,aria_strong,0,0.836825344773759,0.7104599182632759,0.7450315787150155,0.4859189455051851,165.5,2026-09-23T02:29:35
RASMD,stratified (own),small,snua_at,robust_best,test,aria_strong,1,0.8405850597910699,0.7064023722752082,0.7435163303823877,0.4857232885813459,165.6,2026-09-23T02:32:20
RASMD,stratified (own),small,snua_at,robust_best,test,aria_strong,2,0.8405134619952431,0.7045554112684518,0.7427747503776093,0.48439104145225537,165.5,2026-09-23T02:35:06
RASMD,stratified (own),small,snua_at,robust_best,test,combined_medium,0,0.8309326774904869,0.6947479659453232,0.722002581210076,0.4495275121422864,167.0,2026-09-23T02:37:53
RASMD,stratified (own),small,snua_at,robust_best,test,combined_medium,1,0.8303259364078985,0.6982432908784336,0.7233688884870014,0.44894951028938324,167.2,2026-09-23T02:40:40
RASMD,stratified (own),small,snua_at,robust_best,test,combined_medium,2,0.8268508180665997,0.6926449994636502,0.7217446412770719,0.448797737886963,167.4,2026-09-23T02:43:27
RASMD,stratified (own),small,snua_at,robust_best,test,combined_strong,0,0.7672731326640122,0.6500376674687421,0.6674146842566514,0.3946108428566027,167.4,2026-09-23T02:46:15
RASMD,stratified (own),small,snua_at,robust_best,test,combined_strong,1,0.7422252242356205,0.6595369349502835,0.6671890049744896,0.3925392075804346,167.3,2026-09-23T02:49:02
RASMD,stratified (own),small,snua_at,robust_best,test,combined_strong,2,0.7318324669944783,0.6670189395275744,0.6636143128591891,0.3865569965675456,167.3,2026-09-23T02:51:49
RASMD,stratified (own),small,snua_at,robust_best,test,random_fpn_medium,0,0.8611019883356622,0.7145709429372843,0.7566271460006423,0.5025185132405566,24.6,2026-09-23T02:52:14
RASMD,stratified (own),small,snua_at,robust_best,test,random_fpn_medium,1,0.8626233075063233,0.713689125982849,0.7558523007884133,0.4997029932622165,26.1,2026-09-23T02:52:40
RASMD,stratified (own),small,snua_at,robust_best,test,random_fpn_medium,2,0.8518713547030733,0.7180819673900788,0.7568277181763419,0.502110932261203,26.0,2026-09-23T02:53:06
RASMD,stratified (own),small,snua_at,robust_best,test,random_radiometric_medium,0,0.820547611222295,0.7434075031136708,0.7548088536162844,0.5016387152759071,26.2,2026-09-23T02:53:32
RASMD,stratified (own),small,snua_at,robust_best,test,random_radiometric_medium,1,0.8456637460631592,0.7196010328407713,0.7562162151391645,0.5015513393632773,26.0,2026-09-23T02:53:58
RASMD,stratified (own),small,snua_at,robust_best,test,random_radiometric_medium,2,0.8530302568248084,0.7165013245727287,0.7565111594163966,0.5024824452159157,26.1,2026-09-23T02:54:24
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,clean,,0.8093782829060531,0.7280758434886557,0.762399704640154,0.4881373276397581,25.1,2026-09-23T02:54:50
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,pgd20,0,1.1334398766817413e-06,7.332453438920664e-05,6.963245206502e-09,2.0889735619506e-09,163.4,2026-09-23T02:57:33
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,pgd20,1,0.16667020431050136,7.332453438920664e-05,3.522416659621834e-08,4.949968408372726e-09,163.4,2026-09-23T03:00:16
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,pgd20,2,0.0,0.0,0.0,0.0,163.3,2026-09-23T03:03:00
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_weak,0,0.8082079023334515,0.7057650795886153,0.7413916323906644,0.46396680799720247,158.9,2026-09-23T03:05:38
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_weak,1,0.8066703701125082,0.7076051999022187,0.7408016123822492,0.46323460108091896,158.9,2026-09-23T03:08:17
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_weak,2,0.8083815203392243,0.7055216543581831,0.7415194465849716,0.46382060725382945,158.9,2026-09-23T03:10:56
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_medium,0,0.7910765075935456,0.6977414232871627,0.7157895555680215,0.43696947954173226,159.3,2026-09-23T03:13:36
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_medium,1,0.7864089915012614,0.6994138421996979,0.7169019990728169,0.4375041848686958,159.2,2026-09-23T03:16:15
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_medium,2,0.787850797825094,0.6973746808208569,0.7145409794630844,0.4365502431366016,159.1,2026-09-23T03:18:54
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_strong,0,0.7381126538436101,0.6609361411029617,0.6637314006916794,0.3836807691517506,159.0,2026-09-23T03:21:33
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_strong,1,0.7375551735286043,0.6663556726356209,0.6650084979975776,0.3846114974507818,159.1,2026-09-23T03:24:12
RASMD,stratified (own),small,mixed_swir_at,robust_best,test,snua_go_strong,2,0.7558915259847768,0.6590190361929155,0.6669918759831562,0.38382814245768176,159.4,2026-09-23T03:26:51
