dataset,split_variant,model,training,checkpoint,eval_split,attack,seed,precision,recall,mAP50,mAP50-95,elapsed_s,timestamp
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,snua_go_strong,1,0.24108887655807726,0.1813953488372093,0.09838604848719754,0.02912145235918868,23.6,2026-09-22T14:26:08
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,snua_go_strong,2,0.21539732050974925,0.17209302325581396,0.08392871971955733,0.02797933736286045,23.6,2026-09-22T14:26:31
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,aria_medium,0,0.9076447427631329,0.9069767441860465,0.9567381334635173,0.6700456899298953,23.8,2026-09-22T14:26:55
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,aria_medium,1,0.9157693854808603,0.9102325914699153,0.9581391817011427,0.6711292914543012,23.5,2026-09-22T14:27:18
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,aria_medium,2,0.9195458973520291,0.903728339357309,0.9599853339297415,0.6708447879526374,23.6,2026-09-22T14:27:42
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,aria_strong,0,0.8895222792647812,0.9023255813953488,0.9471167599865007,0.6452014667916036,23.5,2026-09-22T14:28:06
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,aria_strong,1,0.8790706124233155,0.9023255813953488,0.948226160343901,0.6501945000336844,23.6,2026-09-22T14:28:29
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,aria_strong,2,0.8989883671455832,0.8883720930232558,0.9492389463961215,0.6478442972842674,23.5,2026-09-22T14:28:53
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,combined_medium,0,0.3758848267273207,0.386046511627907,0.24077861687633392,0.08709926049962927,23.6,2026-09-22T14:29:16
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,combined_medium,1,0.390254449823241,0.3813953488372093,0.2385065413792656,0.0919456902487491,23.7,2026-09-22T14:29:40
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,combined_medium,2,0.3580683110023549,0.37209302325581395,0.24199478611707714,0.09713211045736272,23.7,2026-09-22T14:30:04
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,combined_strong,0,0.1977293419208502,0.17674418604651163,0.06703501334175704,0.02344924799019488,23.7,2026-09-22T14:30:27
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,combined_strong,1,0.21443747218646345,0.19069767441860466,0.09060934351512587,0.02655087604549375,23.8,2026-09-22T14:30:51
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,combined_strong,2,0.22942300330734433,0.18140694855829934,0.08500449382111655,0.029907909870973543,23.6,2026-09-22T14:31:15
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,random_fpn_medium,0,0.8294742129067322,0.8790697674418605,0.92503846526374,0.617510285434423,1.6,2026-09-22T14:31:16
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,random_fpn_medium,1,0.8855534069671828,0.8637478743778398,0.9297615213849456,0.6138188403598905,1.6,2026-09-22T14:31:18
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,random_fpn_medium,2,0.8667680074280847,0.8418604651162791,0.929148908961603,0.6058941476498634,1.7,2026-09-22T14:31:20
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,random_radiometric_medium,0,0.8853222359896199,0.9335959482539314,0.9594489382072218,0.6762576723180507,1.6,2026-09-22T14:31:21
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,random_radiometric_medium,1,0.9049954064652662,0.9304284899222351,0.9609776398818519,0.6806371867327818,1.6,2026-09-22T14:31:23
NSLSR,leakage-safe (segment),nano,aria_at,robust_best,test,random_radiometric_medium,2,0.903433348790555,0.9255813953488372,0.9631024412494795,0.6814836225733801,1.5,2026-09-22T14:31:24
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,clean,,0.9129247940869705,0.9255813953488372,0.9739079429418808,0.6525469740441322,1.4,2026-09-22T14:31:26
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,pgd20,0,0.0007909959664434452,0.004651162790697674,3.6231884057971014e-05,3.6231884057971013e-06,24.5,2026-09-22T14:31:50
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,pgd20,1,5.705808513066301e-05,0.004651162790697674,4.532269760696157e-07,9.064539521392314e-08,24.3,2026-09-22T14:32:15
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,pgd20,2,0.0,0.0,0.0,0.0,24.3,2026-09-22T14:32:39
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,snua_go_weak,0,0.9087059098153605,0.8744186046511628,0.9546425128675204,0.6044193636933357,23.6,2026-09-22T14:33:03
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,snua_go_weak,1,0.8928108615284093,0.8790697674418605,0.9538375361881988,0.6046443764603977,23.6,2026-09-22T14:33:26
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,snua_go_weak,2,0.8927130398538801,0.8901368986202264,0.9544858122553344,0.6047325377732821,23.4,2026-09-22T14:33:50
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,snua_go_medium,0,0.864974918646353,0.8697674418604651,0.9268403814739891,0.5475377892671889,23.6,2026-09-22T14:34:13
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,snua_go_medium,1,0.8607281588816081,0.8697674418604651,0.9247422803217787,0.5483286308607925,23.5,2026-09-22T14:34:37
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,snua_go_medium,2,0.8659667359315546,0.8744186046511628,0.9251056939850051,0.5470926689904918,23.4,2026-09-22T14:35:00
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,snua_go_strong,0,0.7855542677208431,0.8007921443632088,0.8325626004184028,0.44556710637457647,23.6,2026-09-22T14:35:24
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,snua_go_strong,1,0.7806574305165271,0.8,0.833198499523607,0.4490476647547908,23.7,2026-09-22T14:35:48
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,snua_go_strong,2,0.7920098632869229,0.8,0.8270458524887043,0.4508070443674647,23.5,2026-09-22T14:36:11
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,aria_medium,0,0.8961200686872292,0.9348837209302325,0.9710224996798261,0.6453970864978414,23.6,2026-09-22T14:36:35
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,aria_medium,1,0.9190914750587632,0.8982060902472778,0.9687462900409319,0.6419045843595987,23.5,2026-09-22T14:36:58
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,aria_medium,2,0.9090749620772667,0.9162790697674419,0.9717205195009798,0.6488122308062383,23.6,2026-09-22T14:37:22
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,aria_strong,0,0.8929182540294145,0.8976744186046511,0.9586309235044072,0.6261147132717425,23.6,2026-09-22T14:37:45
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,aria_strong,1,0.8974608280675888,0.8837209302325582,0.9541567446701339,0.6134478051419591,23.5,2026-09-22T14:38:09
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,aria_strong,2,0.9211013749077261,0.8688031917052963,0.9614111949108249,0.6233546065344184,23.5,2026-09-22T14:38:32
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,combined_medium,0,0.8753076458709926,0.8465116279069768,0.9204705454013763,0.538267915346293,23.7,2026-09-22T14:38:56
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,combined_medium,1,0.8641034620805741,0.8576686461197637,0.9216523847028824,0.5388008130151636,23.6,2026-09-22T14:39:20
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,combined_medium,2,0.8707911266084645,0.8463448502882291,0.915682217576984,0.5356195664815973,23.9,2026-09-22T14:39:44
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,combined_strong,0,0.7742366530168857,0.7674418604651163,0.7982811122401818,0.4130145063674158,23.8,2026-09-22T14:40:07
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,combined_strong,1,0.7508828954148475,0.7674418604651163,0.7963809043726244,0.4118532046543513,23.6,2026-09-22T14:40:31
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,combined_strong,2,0.7957774217902563,0.7534883720930232,0.7922984127851301,0.4097294283451512,23.6,2026-09-22T14:40:55
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,random_fpn_medium,0,0.9061312855872079,0.9255813953488372,0.9727107841746168,0.6523334434884309,1.5,2026-09-22T14:40:56
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,random_fpn_medium,1,0.908942002305371,0.9255813953488372,0.9737002311223921,0.6521852783647187,1.6,2026-09-22T14:40:58
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,random_fpn_medium,2,0.9007072716055449,0.9282241352032223,0.9731268643527874,0.6546054482129404,1.6,2026-09-22T14:40:59
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,random_radiometric_medium,0,0.9047477462199048,0.9441860465116279,0.9743470705703385,0.6536186871515237,1.6,2026-09-22T14:41:01
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,random_radiometric_medium,1,0.9086750760139847,0.9255733672231764,0.9731434561954829,0.6509517603428212,1.6,2026-09-22T14:41:03
NSLSR,leakage-safe (segment),nano,combined_at,robust_best,test,random_radiometric_medium,2,0.9036710559287296,0.9302325581395349,0.9746421500052118,0.6547790437582971,1.6,2026-09-22T14:41:04
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,clean,,0.8428238055548497,0.8479941742772796,0.9285782809572595,0.6583286546137533,1.7,2026-09-22T14:41:06
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,pgd20,0,0.00010636912716886874,0.004651162790697674,4.035512510088781e-06,4.0355125100887814e-07,24.8,2026-09-22T14:41:31
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,pgd20,1,0.0,0.0,0.0,0.0,24.7,2026-09-22T14:41:55
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,pgd20,2,7.85391714117416e-05,0.009302325581395349,4.082965866405357e-07,6.124448799608035e-08,24.8,2026-09-22T14:42:20
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_weak,0,0.7690983384705303,0.6883720930232559,0.7100391084696571,0.41159957764920635,24.0,2026-09-22T14:42:44
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_weak,1,0.7727712382993953,0.6883720930232559,0.708648778480919,0.4098441811274636,23.9,2026-09-22T14:43:08
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_weak,2,0.7644042773284616,0.6883720930232559,0.7052008390963123,0.41075779992153905,23.9,2026-09-22T14:43:32
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_medium,0,0.6662142977777433,0.5674418604651162,0.5484437210420274,0.2667245423777361,24.0,2026-09-22T14:43:56
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_medium,1,0.6518171958119854,0.5674418604651162,0.5394371288625768,0.2603478576996393,24.1,2026-09-22T14:44:20
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_medium,2,0.6607171305055252,0.586046511627907,0.5591215144880523,0.2647619517303156,24.0,2026-09-22T14:44:44
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_strong,0,0.3510891255269294,0.39069767441860465,0.24408776595423448,0.06746697601839849,24.4,2026-09-22T14:45:08
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_strong,1,0.32186050787176756,0.39069767441860465,0.21682404904222438,0.0542227599431915,24.5,2026-09-22T14:45:33
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,snua_go_strong,2,0.3028284873181328,0.3627906976744186,0.20396442438429674,0.05448424512648824,24.5,2026-09-22T14:45:57
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,aria_medium,0,0.8488067658650963,0.8355849201566115,0.9259066165897669,0.6504719792219353,28.7,2026-09-22T14:46:26
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,aria_medium,1,0.8487841504773225,0.827906976744186,0.9248455227597393,0.6482436638676801,28.5,2026-09-22T14:46:55
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,aria_medium,2,0.8530839886490585,0.8372093023255814,0.9253153554938619,0.650341812441831,29.0,2026-09-22T14:47:24
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,aria_strong,0,0.8928996887508959,0.7767441860465116,0.9147922360401219,0.6275320686934841,28.3,2026-09-22T14:47:52
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,aria_strong,1,0.8418190398969694,0.8168509235237564,0.9104255913128858,0.6224521723577116,28.7,2026-09-22T14:48:21
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,aria_strong,2,0.8987572133938229,0.7813953488372093,0.9084874555074304,0.6218321318339373,28.6,2026-09-22T14:48:49
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,combined_medium,0,0.6479774190295794,0.5650665358283222,0.5460359103103685,0.2643140606996631,29.0,2026-09-22T14:49:18
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,combined_medium,1,0.6077972156925397,0.5767441860465117,0.5350204977837477,0.2561704606804725,28.7,2026-09-22T14:49:47
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,combined_medium,2,0.6624397675412459,0.5841723875295162,0.5612559263609892,0.2675153212764817,28.8,2026-09-22T14:50:16
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,combined_strong,0,0.3096326316937416,0.37209302325581395,0.23100674395105952,0.0646944877537499,29.4,2026-09-22T14:50:45
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,combined_strong,1,0.2940882099090407,0.386046511627907,0.20793807298165107,0.04873934379281871,29.2,2026-09-22T14:51:14
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,combined_strong,2,0.27115963543082255,0.34418604651162793,0.18201167756291473,0.048125212924941416,29.0,2026-09-22T14:51:43
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,random_fpn_medium,0,0.9055095692283861,0.8,0.9226755825679139,0.646884095740206,1.7,2026-09-22T14:51:45
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,random_fpn_medium,1,0.8449964705148971,0.8465116279069768,0.9259702466777033,0.6506838320934919,1.7,2026-09-22T14:51:47
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,random_fpn_medium,2,0.8686545543905837,0.827906976744186,0.9284838952606226,0.6494957854597966,1.7,2026-09-22T14:51:48
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,random_radiometric_medium,0,0.8554704587242582,0.8534427315683597,0.9356392810868173,0.6608132424265885,1.6,2026-09-22T14:51:50
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,random_radiometric_medium,1,0.8508797299402201,0.8325581395348837,0.9301074059083924,0.6574456348052128,1.8,2026-09-22T14:51:52
NSLSR,leakage-safe (segment),small,random_swir_aug,robust_best,test,random_radiometric_medium,2,0.8560762139323853,0.8418604651162791,0.930506979426761,0.6585748271728513,1.6,2026-09-22T14:51:53
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,clean,,0.8283341231317483,0.8837209302325582,0.9125113338597305,0.6477910051975678,1.5,2026-09-22T14:51:55
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,pgd20,0,0.0,0.0,0.0,0.0,26.0,2026-09-22T14:52:21
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,pgd20,1,0.0,0.0,0.0,0.0,25.4,2026-09-22T14:52:46
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,pgd20,2,0.0,0.0,0.0,0.0,25.7,2026-09-22T14:53:12
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_weak,0,0.8003837036463862,0.7832781737066857,0.854958380450894,0.5721460674787414,25.0,2026-09-22T14:53:37
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_weak,1,0.8018853812416895,0.7813953488372093,0.8557079644512928,0.5709762957298833,24.6,2026-09-22T14:54:02
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_weak,2,0.7976093693488264,0.7813953488372093,0.8548327355638184,0.5716265310437704,24.1,2026-09-22T14:54:26
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_medium,0,0.7516408289037003,0.7460546084325116,0.7787895850930528,0.4938896340264615,24.4,2026-09-22T14:54:50
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_medium,1,0.7617173791051274,0.7434210017603762,0.7785589567267196,0.4924170144200041,24.0,2026-09-22T14:55:14
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_medium,2,0.7497323719875095,0.7384842881742235,0.7766259291696072,0.4908784327532622,24.0,2026-09-22T14:55:38
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_strong,0,0.6115279565218535,0.6837209302325581,0.6278941295922906,0.360843908179911,23.9,2026-09-22T14:56:02
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_strong,1,0.6053602080752628,0.7023255813953488,0.6280291808885733,0.3594831856892351,23.9,2026-09-22T14:56:26
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,snua_go_strong,2,0.5935310643154816,0.6976744186046512,0.6212573257870295,0.3604320682837572,24.1,2026-09-22T14:56:50
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,aria_medium,0,0.8053533827476463,0.8976744186046511,0.9079427682413472,0.6413102443977848,28.4,2026-09-22T14:57:18
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,aria_medium,1,0.8334374453962241,0.8611130322797572,0.9019372947320338,0.6386419935068773,28.4,2026-09-22T14:57:47
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,aria_medium,2,0.8149198004646295,0.8806170615376975,0.9045536360129276,0.6377005521188928,28.3,2026-09-22T14:58:15
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,aria_strong,0,0.8092263846077438,0.8744186046511628,0.8905533763004989,0.6195496243563214,28.5,2026-09-22T14:58:44
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,aria_strong,1,0.788256480410901,0.8484329661301381,0.8799302738539503,0.6147426033660304,28.7,2026-09-22T14:59:12
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,aria_strong,2,0.8086131498558515,0.8465116279069768,0.8912590691608909,0.6167063543228021,28.5,2026-09-22T14:59:41
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,combined_medium,0,0.7530509101723224,0.7375389829817176,0.7669144263766139,0.484796109843148,28.6,2026-09-22T15:00:10
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,combined_medium,1,0.7456126944692357,0.7534883720930232,0.7672749520452927,0.48468751435198804,30.1,2026-09-22T15:00:40
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,combined_medium,2,0.7563656211627593,0.7302325581395349,0.7687296028572708,0.48468424179571734,29.1,2026-09-22T15:01:09
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,combined_strong,0,0.6453498129013191,0.6139534883720931,0.6082011493287793,0.336580557089674,28.4,2026-09-22T15:01:37
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,combined_strong,1,0.5842309875976759,0.6930232558139535,0.6140066305045426,0.3385005913008025,30.0,2026-09-22T15:02:07
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,combined_strong,2,0.6023887849453493,0.5953488372093023,0.5976329277120362,0.3374030228527276,29.2,2026-09-22T15:02:36
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,random_fpn_medium,0,0.8308322734250542,0.868047317089685,0.9096071733000325,0.6458372584546224,1.7,2026-09-22T15:02:38
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,random_fpn_medium,1,0.8249303089237737,0.8883720930232558,0.9118097543799409,0.6481653106732543,1.8,2026-09-22T15:02:40
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,random_fpn_medium,2,0.8212071668244035,0.8976744186046511,0.9113979742910145,0.64346148550547,1.7,2026-09-22T15:02:42
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,random_radiometric_medium,0,0.8385932925770166,0.8837209302325582,0.9134331065281018,0.6474138830510114,1.7,2026-09-22T15:02:43
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,random_radiometric_medium,1,0.8463647186289482,0.8711827394491733,0.9069954746986804,0.6443379726581608,1.8,2026-09-22T15:02:45
NSLSR,leakage-safe (segment),small,snua_at,robust_best,test,random_radiometric_medium,2,0.8185507362245916,0.8837209302325582,0.9093400567076355,0.645722376911381,1.8,2026-09-22T15:02:47
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,clean,,0.8965377553802751,0.8744186046511628,0.9535125985282469,0.678465190652364,1.6,2026-09-22T15:02:49
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,pgd20,0,0.0,0.0,0.0,0.0,25.7,2026-09-22T15:03:14
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,pgd20,1,0.0,0.0,0.0,0.0,25.3,2026-09-22T15:03:40
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,pgd20,2,4.156621498046388e-05,0.004651162790697674,2.388801299507907e-07,2.388801299507907e-08,25.6,2026-09-22T15:04:05
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_weak,0,0.8635587933399506,0.8372093023255814,0.9216229382312386,0.6242747922015566,24.2,2026-09-22T15:04:29
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_weak,1,0.8634789326417821,0.8372093023255814,0.9219529128466777,0.6247205012791627,24.6,2026-09-22T15:04:54
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_weak,2,0.8963287462147086,0.8093023255813954,0.9220333932591801,0.6237094465794456,24.4,2026-09-22T15:05:18
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_medium,0,0.9016837984555649,0.7767441860465116,0.8898044410816457,0.5624240153640192,24.5,2026-09-22T15:05:43
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_medium,1,0.898476570445194,0.7767441860465116,0.8899949593407318,0.5621064086541897,24.3,2026-09-22T15:06:07
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_medium,2,0.8881398003303416,0.772093023255814,0.8889545970932639,0.5599169222842819,24.3,2026-09-22T15:06:31
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_strong,0,0.8212750786232823,0.7266857186373347,0.7930898028232536,0.443127506712455,24.5,2026-09-22T15:06:56
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_strong,1,0.8644124709200994,0.7023255813953488,0.7992581139449948,0.44369308631230026,24.2,2026-09-22T15:07:20
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,snua_go_strong,2,0.8358155105139019,0.7340130111897923,0.7935726209960374,0.446669502682672,24.3,2026-09-22T15:07:44
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,aria_medium,0,0.8783648319472246,0.8744186046511628,0.948169445180543,0.6692905337395245,28.5,2026-09-22T15:08:13
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,aria_medium,1,0.8862357434607515,0.8695941458809878,0.9513607376553945,0.6688990543828103,28.4,2026-09-22T15:08:41
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,aria_medium,2,0.8900340689725138,0.8651162790697674,0.9498967201972921,0.6658569097249949,28.2,2026-09-22T15:09:09
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,aria_strong,0,0.8716180233344956,0.8511627906976744,0.9344380903822656,0.6457174124404362,28.3,2026-09-22T15:09:38
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,aria_strong,1,0.8802438801807534,0.8546905970637603,0.9347676523168105,0.6410802132931521,28.2,2026-09-22T15:10:06
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,aria_strong,2,0.8981899408676521,0.8206767434376243,0.9332935228549789,0.6420544705865499,28.1,2026-09-22T15:10:34
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,combined_medium,0,0.8846407445714624,0.7674418604651163,0.8823320230858654,0.5521862323680868,28.5,2026-09-22T15:11:03
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,combined_medium,1,0.8847360832185459,0.7674418604651163,0.885156242185508,0.5499119374445798,28.6,2026-09-22T15:11:31
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,combined_medium,2,0.8884405287902561,0.772093023255814,0.8828427914278651,0.5506700028547514,28.5,2026-09-22T15:12:00
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,combined_strong,0,0.8183465659725762,0.6976744186046512,0.7664453506025739,0.42067619964727215,28.9,2026-09-22T15:12:29
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,combined_strong,1,0.7862541387431344,0.7209302325581395,0.7710473963126105,0.414331946406289,28.2,2026-09-22T15:12:57
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,combined_strong,2,0.7943955492579244,0.7023255813953488,0.7582476723129973,0.40742106777306464,28.6,2026-09-22T15:13:25
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,random_fpn_medium,0,0.895593604384563,0.8744186046511628,0.9533755225704061,0.6768014942742403,1.6,2026-09-22T15:13:27
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,random_fpn_medium,1,0.8943703026214447,0.8790697674418605,0.9538161564809213,0.677624334935922,1.7,2026-09-22T15:13:29
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,random_fpn_medium,2,0.8991918631635966,0.8744186046511628,0.9529590890431839,0.6741609844962513,1.6,2026-09-22T15:13:30
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,random_radiometric_medium,0,0.8937100473039307,0.8744186046511628,0.9543121689533105,0.677046323499848,1.7,2026-09-22T15:13:32
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,random_radiometric_medium,1,0.8896750798658877,0.8790697674418605,0.9551707250374666,0.6764060282623275,1.6,2026-09-22T15:13:34
NSLSR,leakage-safe (segment),small,mixed_swir_at,robust_best,test,random_radiometric_medium,2,0.8981854683460088,0.8744186046511628,0.9544346398173391,0.6736395921113679,1.7,2026-09-22T15:13:35
RASMD,stratified (own),nano,pgd_at,best,test,combined_strong,1,0.19475278812052763,0.006852798763539816,0.0014314028454645647,0.00034845755741110343,167.9,2026-09-22T15:16:23
RASMD,stratified (own),nano,pgd_at,best,test,combined_strong,2,0.20222753719797681,0.009193125448167104,0.0025907500288246707,0.0008253825386818523,164.5,2026-09-22T15:19:08
RASMD,stratified (own),nano,pgd_at,best,test,random_fpn_medium,0,0.7174640947562169,0.24853892500642907,0.2749563797823658,0.1802200881012334,22.8,2026-09-22T15:19:31
RASMD,stratified (own),nano,pgd_at,best,test,random_fpn_medium,1,0.6777939541162444,0.2587256269648937,0.2740388038819468,0.18056866753192982,22.5,2026-09-22T15:19:53
RASMD,stratified (own),nano,pgd_at,best,test,random_fpn_medium,2,0.7280658504322631,0.25566193079764826,0.2852441815850709,0.18434840096264551,22.7,2026-09-22T15:20:16
RASMD,stratified (own),nano,pgd_at,best,test,random_radiometric_medium,0,0.722327903169805,0.5591267232803857,0.6547862652181444,0.4146887163474652,22.7,2026-09-22T15:20:38
